Record_ID,Date,Month,State,Region,River_Basin,Rainfall_mm,River_Level_m,Soil_Moisture,Upstream_Release_cumecs,Distance_to_River_km,Catchment_Slope_deg,Elevation_m,Drainage_Density_km_per_km2,Land_Use,Flood
R01908,2024-08-02,12,Andhra Pradesh,South,Godavari,25.8,1.8,0.184,10.1,1.53,1.75,101,1.34,Barren,0
R01909,2024-09-14,9,Maharashtra,West,Tapi,177.3,3.94,0.631,4.5,1.6,4.62,324,1.89,Urban,1
R01910,2024-11-10,6,Jharkhand,East,Ganga,276.9,7.57,0.9,20.3,5.4,2.31,167,1.6,Wetland,1
R01911,2025-01-31,11,Maharashtra,West,Godavari,51.4,2.53,0.262,11.7,0.28,1.16,366,0.9,Wetland,1
R01912,2025-06-09,9,West Bengal,East,Hooghly,281.3,6.82,0.9,3.6,3.82,3.04,5,1.58,Agriculture,1
R01913,2024-07-31,7,Himachal Pradesh,North,Ganga,177.6,4.93,0.648,29.1,4.49,5.74,946,1.64,Wetland,1
R01914,2024-10-07,7,Madhya Pradesh,Central,Narmada,144.9,3.67,0.483,8.6,6.4,3.59,515,1.02,Forest,1
R01915,2024-07-24,12,Punjab,North,Indus,37.4,1.88,0.294,6.3,3.72,4.27,808,1.38,Wetland,0
R01916,2025-01-15,4,Punjab,North,Indus,24.7,1.73,0.166,18.9,1.1,4.27,894,1.62,Forest,0
R01917,2024-12-26,11,Goa,West,Mandovi,27.0,1.44,0.153,15.8,0.77,2.45,466,1.42,Urban,0
R01918,2025-04-19,1,West Bengal,East,Hooghly,42.8,2.32,0.226,7.8,8.02,1.25,70,1.56,Forest,0
R01919,2024-09-10,4,Karnataka,South,Cauvery,19.7,1.9,0.186,10.3,3.53,2.2,84,1.19,Wetland,0
R01920,2024-06-24,1,Gujarat,West,Narmada,27.4,1.98,0.167,3.7,1.82,1.56,285,0.91,Barren,0
R01921,2024-06-15,2,Kerala,South,Periyar,16.1,1.53,0.141,15.0,4.54,3.81,222,1.29,Barren,0
R01922,2025-02-15,11,Odisha,East,Mahanadi,107.7,3.75,0.369,6.9,2.18,3.98,235,1.26,Barren,0
R01923,2024-09-25,1,Haryana,North,Ganga,19.2,1.9,0.218,15.4,4.6,7.37,549,1.17,Wetland,0
R01924,2025-01-06,2,Madhya Pradesh,Central,Ganga,18.0,1.7,0.172,9.5,2.12,4.48,522,1.02,Urban,0
R01925,2024-12-12,1,Kerala,South,Pamba,13.1,1.34,0.147,10.3,3.9,3.05,203,0.3,Barren,0
R01926,2025-07-05,2,Mizoram,North-East,Barak,22.2,1.95,0.16,8.1,0.86,9.69,681,2.48,Urban,0
R01927,2024-10-26,5,Meghalaya,North-East,Brahmaputra,2.0,1.59,0.164,9.5,1.82,7.06,981,2.56,Wetland,0
R01928,2024-06-15,4,Haryana,North,Indus,8.4,1.17,0.152,6.3,5.9,6.87,751,1.66,Barren,0
R01929,2024-12-07,7,Jammu & Kashmir,North,Indus,113.3,3.21,0.482,5.9,6.93,5.93,760,1.49,Wetland,0
R01930,2024-07-28,6,Telangana,South,Godavari,137.0,4.51,0.542,9.7,0.3,1.71,229,1.28,Wetland,1
R01931,2025-05-19,10,Assam,North-East,Brahmaputra,53.3,2.99,0.177,23.8,6.34,9.07,735,1.84,Urban,0
R01932,2024-09-07,10,Haryana,North,Ganga,120.5,3.63,0.431,11.7,5.95,6.68,904,1.43,Barren,0
R01933,2025-04-20,10,Kerala,South,Periyar,195.1,4.74,0.548,4.2,11.12,3.11,207,1.53,Barren,1
R01934,2024-09-11,7,Maharashtra,West,Krishna,105.4,3.31,0.413,40.9,2.67,3.11,380,0.66,Barren,1
R01935,2025-07-19,4,Odisha,East,Mahanadi,30.4,2.54,0.181,6.3,0.66,2.28,173,1.02,Urban,0
R01936,2024-07-19,5,Himachal Pradesh,North,Indus,19.0,1.4,0.274,0.3,0.66,7.08,938,1.88,Wetland,0
R01937,2024-09-11,5,Assam,North-East,Brahmaputra,0.0,1.48,0.082,4.4,1.6,7.02,837,2.28,Barren,0
R01938,2025-01-11,3,Tamil Nadu,South,Cauvery,54.7,2.55,0.177,6.7,8.7,1.88,314,1.13,Forest,0
R01939,2024-07-22,5,Manipur,North-East,Barak,27.6,2.3,0.178,4.0,1.99,6.84,963,2.04,Urban,0
R01940,2025-06-12,1,Assam,North-East,Brahmaputra,6.9,2.03,0.105,10.8,3.6,8.98,589,2.66,Barren,0
R01941,2024-10-18,7,Karnataka,South,Krishna,174.5,4.15,0.646,130.4,6.72,1.26,105,0.39,Agriculture,1
R01942,2024-11-14,2,Rajasthan,West,Indus,63.6,2.71,0.318,4.5,16.56,3.68,428,0.83,Agriculture,0
R01943,2025-06-21,12,Tripura,North-East,Gumti,35.5,2.29,0.139,5.6,1.19,8.55,774,2.11,Barren,0
R01944,2025-05-31,10,Arunachal Pradesh,North-East,Brahmaputra,112.0,4.66,0.372,9.4,2.86,6.07,933,2.3,Forest,0
R01945,2024-10-13,7,Manipur,North-East,Barak,481.2,11.46,0.9,13.5,0.82,9.1,618,2.19,Agriculture,1
R01946,2025-05-12,1,Haryana,North,Indus,20.1,1.72,0.215,3.3,3.34,5.1,830,1.55,Agriculture,0
R01947,2025-01-12,12,Jammu & Kashmir,North,Indus,33.6,2.07,0.295,12.9,12.16,7.49,851,0.93,Wetland,0
R01948,2025-06-26,4,Manipur,North-East,Barak,18.7,1.98,0.122,5.8,3.83,8.34,753,2.1,Forest,0
R01949,2024-12-21,4,Kerala,South,Pamba,36.8,1.66,0.218,11.0,8.15,2.92,292,1.68,Agriculture,0
R01950,2025-03-11,6,Karnataka,South,Krishna,60.8,2.77,0.312,4.1,1.07,1.8,107,1.24,Urban,0
R01951,2025-05-28,9,Chhattisgarh,Central,Mahanadi,273.5,7.79,0.876,43.3,2.06,2.05,245,0.9,Agriculture,1
R01952,2024-08-15,4,Goa,West,Zuari,27.0,1.68,0.184,1.7,0.32,1.79,329,0.97,Forest,0
R01953,2024-11-01,4,Himachal Pradesh,North,Indus,0.0,1.23,0.136,1.8,3.11,5.62,673,1.77,Forest,0
R01954,2025-05-21,5,Uttar Pradesh,North,Ganga,14.9,1.65,0.168,11.2,1.97,7.69,639,1.36,Forest,0
R01955,2024-10-30,3,Andhra Pradesh,South,Godavari,29.8,1.98,0.15,10.9,3.29,4.37,41,1.36,Urban,0
R01956,2024-09-09,2,Uttar Pradesh,North,Ganga,0.0,1.47,0.122,5.8,5.66,6.01,907,1.91,Agriculture,0
R01957,2025-03-26,6,Bihar,East,Ganga,256.9,6.64,0.826,9.8,0.48,3.41,5,1.36,Forest,1
R01958,2024-10-01,6,Odisha,East,Mahanadi,212.9,6.08,0.717,9.8,5.0,2.96,91,1.46,Agriculture,1
R01959,2025-03-07,12,Assam,North-East,Brahmaputra,41.0,2.47,0.194,9.8,3.89,9.17,539,2.39,Urban,0
R01960,2024-11-18,4,Uttarakhand,North,Ganga,39.0,2.53,0.212,7.8,5.69,7.63,846,1.75,Barren,0
R01961,2025-01-17,6,Bihar,East,Kosi,317.6,9.94,0.9,12.2,8.73,1.68,5,1.78,Wetland,1
R01962,2025-03-22,1,Mizoram,North-East,Barak,27.6,2.14,0.162,16.1,6.66,7.11,636,2.62,Barren,0
R01963,2025-04-15,3,Rajasthan,West,Luni,44.0,1.59,0.263,14.4,3.45,3.48,471,1.47,Agriculture,0
R01964,2024-07-20,3,Himachal Pradesh,North,Ganga,26.9,2.03,0.176,9.4,3.64,6.72,1066,1.34,Barren,0
R01965,2025-03-01,4,Telangana,South,Krishna,7.2,1.62,0.16,6.3,1.25,2.43,146,1.44,Wetland,0
R01966,2024-10-21,3,Kerala,South,Periyar,0.0,1.58,0.094,9.7,12.68,1.1,422,1.48,Wetland,0
R01967,2024-11-28,8,Tamil Nadu,South,Vaigai,395.3,6.99,0.9,21.2,3.15,3.02,297,1.57,Wetland,1
R01968,2025-05-12,12,Uttar Pradesh,North,Ganga,24.4,1.94,0.15,15.3,0.93,6.52,715,1.81,Barren,0
R01969,2024-11-14,12,Arunachal Pradesh,North-East,Brahmaputra,37.9,2.74,0.253,3.1,1.57,7.37,739,2.07,Wetland,0
R01970,2025-01-13,7,Maharashtra,West,Tapi,219.3,4.57,0.679,5.0,2.53,3.41,523,0.3,Urban,1
R01971,2024-07-16,4,Rajasthan,West,Indus,26.2,1.76,0.193,3.2,2.94,1.49,215,0.83,Agriculture,0
R01972,2024-06-20,5,Bihar,East,Ganga,7.4,1.87,0.148,8.6,2.93,3.46,55,1.74,Wetland,0
R01973,2025-01-10,6,Nagaland,North-East,Brahmaputra,276.4,10.14,0.819,14.6,2.86,7.18,755,1.73,Barren,1
R01974,2024-09-28,2,Punjab,North,Indus,35.1,2.21,0.22,10.0,0.85,5.67,847,1.64,Wetland,0
R01975,2025-05-17,4,Assam,North-East,Brahmaputra,20.2,2.17,0.161,15.6,1.03,8.49,675,2.08,Urban,0
R01976,2025-04-29,7,Odisha,East,Brahmani,205.6,5.5,0.721,4.7,4.18,4.16,5,2.19,Wetland,1
R01977,2025-05-31,6,Jharkhand,East,Subarnarekha,171.3,4.46,0.589,17.6,8.67,4.14,19,1.77,Forest,1
R01978,2024-08-10,1,Maharashtra,West,Krishna,6.7,1.83,0.127,4.0,4.48,2.83,190,0.61,Wetland,0
R01979,2024-07-16,11,Gujarat,West,Narmada,109.1,2.92,0.389,5.3,9.17,2.3,641,1.19,Forest,0
R01980,2024-10-14,5,Telangana,South,Godavari,25.9,2.15,0.159,5.2,7.79,2.57,287,1.07,Barren,0
R01981,2025-03-04,5,Meghalaya,North-East,Brahmaputra,30.3,2.33,0.154,3.4,0.51,8.0,810,2.54,Urban,0
R01982,2025-06-12,6,Haryana,North,Ganga,272.6,7.7,0.784,9.9,0.98,7.51,670,1.52,Barren,1
R01983,2025-06-14,4,Rajasthan,West,Luni,0.0,1.84,0.125,3.0,2.53,3.44,141,0.79,Forest,0
R01984,2024-09-25,4,Goa,West,Zuari,17.9,1.6,0.191,1.8,6.43,1.95,349,1.13,Agriculture,0
R01985,2024-09-09,1,Andhra Pradesh,South,Krishna,39.5,2.32,0.182,19.5,5.26,2.47,83,1.04,Forest,0
R01986,2024-06-08,7,Karnataka,South,Cauvery,233.5,4.96,0.681,56.6,4.6,2.67,387,1.6,Barren,1
R01987,2025-01-16,8,Tamil Nadu,South,Cauvery,228.1,4.69,0.782,68.7,9.01,4.58,362,1.38,Agriculture,1
R01988,2025-04-24,4,Andhra Pradesh,South,Krishna,33.9,2.15,0.267,4.7,0.75,2.65,367,1.12,Agriculture,0
R01989,2024-11-28,9,West Bengal,East,Ganga,153.1,5.21,0.499,29.5,1.95,2.05,5,1.35,Barren,1
R01990,2024-08-19,12,Tamil Nadu,South,Vaigai,21.0,1.78,0.149,2.2,0.45,1.31,55,0.96,Forest,0
R01991,2025-07-04,6,Kerala,South,Periyar,287.3,6.2,0.867,11.4,4.28,4.7,144,1.37,Wetland,1
R01992,2024-12-30,4,Tamil Nadu,South,Vaigai,34.3,1.87,0.294,3.6,5.42,4.59,235,0.56,Wetland,0
R01993,2024-10-17,6,Andhra Pradesh,South,Godavari,248.7,6.2,0.729,6.9,6.12,3.4,250,0.6,Barren,1
R01994,2025-06-15,5,Andhra Pradesh,South,Godavari,55.0,2.75,0.267,3.8,2.65,4.03,344,1.33,Wetland,0
R01995,2025-02-14,6,Kerala,South,Pamba,145.0,4.34,0.561,18.3,1.75,3.06,95,1.48,Wetland,1
R01996,2025-01-30,12,Jharkhand,East,Subarnarekha,46.5,2.3,0.205,1.6,5.47,3.81,173,1.58,Forest,0
R01997,2025-03-30,1,Madhya Pradesh,Central,Ganga,18.9,1.82,0.16,15.3,1.78,2.43,459,1.64,Urban,0
R01998,2025-01-18,6,Uttarakhand,North,Ganga,227.7,6.37,0.779,10.6,2.95,5.42,820,1.67,Barren,1
R01999,2025-01-22,7,Manipur,North-East,Barak,48.3,2.96,0.283,2.3,1.97,9.29,812,1.69,Wetland,0
R02000,2024-08-31,4,Punjab,North,Indus,13.3,1.62,0.182,18.5,4.89,6.19,736,1.82,Urban,0
R02001,2025-06-21,8,Madhya Pradesh,Central,Ganga,186.5,5.84,0.657,30.2,3.63,3.69,305,0.99,Urban,1
R02002,2025-05-29,11,Uttar Pradesh,North,Ganga,83.7,3.34,0.371,6.3,1.71,6.02,864,1.63,Agriculture,1
R02003,2025-07-25,1,Himachal Pradesh,North,Ganga,48.8,2.51,0.246,0.7,2.73,5.0,832,1.47,Agriculture,0
R02004,2025-02-08,5,Punjab,North,Indus,13.2,1.79,0.163,4.0,6.59,5.73,912,0.99,Agriculture,0
R02005,2025-07-11,8,Goa,West,Mandovi,39.0,2.08,0.248,2.1,8.01,2.94,462,0.95,Forest,0
R02006,2025-04-23,3,Assam,North-East,Brahmaputra,38.5,2.65,0.227,2.0,2.92,7.3,510,1.86,Wetland,0
R02007,2025-04-27,2,Bihar,East,Ganga,31.2,2.29,0.155,1.1,1.4,3.12,37,1.12,Barren,0
R02008,2024-09-03,12,Jharkhand,East,Subarnarekha,10.6,1.57,0.131,14.3,4.73,2.87,122,1.92,Wetland,0
R02009,2025-01-25,3,Telangana,South,Godavari,16.4,2.01,0.145,18.9,6.22,3.09,68,1.09,Forest,0
R02010,2024-11-16,3,Jharkhand,East,Subarnarekha,7.4,1.76,0.139,3.1,6.61,1.74,245,1.67,Barren,0
R02011,2024-09-12,9,Goa,West,Mandovi,244.1,4.34,0.745,3.6,4.67,3.51,76,0.82,Forest,1
R02012,2025-06-26,3,Rajasthan,West,Indus,25.0,1.59,0.126,8.7,5.81,3.29,170,0.62,Urban,0
R02013,2024-12-11,10,Karnataka,South,Cauvery,117.6,3.17,0.378,2.2,2.13,2.59,328,1.3,Barren,0
R02014,2024-08-13,8,Madhya Pradesh,Central,Ganga,212.6,6.15,0.726,40.2,1.52,3.26,162,1.56,Wetland,1
R02015,2025-05-07,12,Nagaland,North-East,Brahmaputra,38.8,2.8,0.194,7.8,2.6,7.96,828,2.86,Forest,0
R02016,2024-12-23,6,Mizoram,North-East,Barak,270.5,7.71,0.9,7.5,2.07,7.85,693,2.45,Wetland,1
R02017,2024-08-08,7,Manipur,North-East,Barak,508.4,12.01,0.9,7.4,0.45,7.54,668,1.9,Agriculture,1
R02018,2024-08-26,8,Telangana,South,Krishna,291.5,6.78,0.9,122.5,2.03,2.13,61,1.17,Agriculture,1
R02019,2024-10-25,7,Arunachal Pradesh,North-East,Brahmaputra,166.2,6.89,0.625,31.6,3.52,8.14,821,2.23,Agriculture,1
R02020,2024-12-07,5,Telangana,South,Godavari,32.4,1.8,0.159,2.0,2.01,2.44,75,1.47,Forest,0
R02021,2024-06-08,12,Tripura,North-East,Gumti,6.1,1.57,0.23,7.7,2.28,7.76,613,1.8,Wetland,0
R02022,2025-04-08,6,Jharkhand,East,Ganga,211.9,6.11,0.725,1.7,0.2,3.48,158,2.04,Urban,1
R02023,2024-09-07,7,Assam,North-East,Brahmaputra,358.3,11.7,0.9,22.9,5.17,7.75,617,2.36,Agriculture,1
R02024,2025-02-05,9,Maharashtra,West,Godavari,212.5,6.14,0.713,46.8,2.63,1.56,133,0.75,Wetland,1
R02025,2024-09-23,11,Jammu & Kashmir,North,Indus,50.2,1.98,0.262,10.9,4.1,6.89,948,2.05,Wetland,0
R02026,2025-07-20,7,Madhya Pradesh,Central,Ganga,297.8,7.88,0.9,7.0,4.38,2.4,429,0.91,Wetland,1
R02027,2025-07-03,5,Himachal Pradesh,North,Indus,32.3,1.96,0.245,12.0,9.05,6.25,654,1.76,Agriculture,0
R02028,2024-07-11,12,Madhya Pradesh,Central,Ganga,48.8,2.25,0.308,11.0,1.35,1.87,357,1.55,Wetland,0
R02029,2025-05-22,2,Odisha,East,Mahanadi,31.5,2.04,0.238,15.7,0.86,2.58,169,1.89,Agriculture,0
R02030,2025-03-24,3,Arunachal Pradesh,North-East,Brahmaputra,16.9,2.02,0.088,2.7,2.19,7.0,839,2.47,Forest,0
R02031,2025-02-13,3,Karnataka,South,Krishna,35.7,1.99,0.209,11.4,6.17,4.03,201,1.03,Barren,1
R02032,2025-01-23,5,Haryana,North,Ganga,28.1,1.96,0.201,14.0,15.49,5.02,819,1.44,Barren,0
R02033,2025-07-11,3,Sikkim,North-East,Teesta,11.9,1.94,0.161,7.9,0.47,8.14,581,2.33,Urban,0
R02034,2025-04-07,3,Tripura,North-East,Gumti,32.7,2.02,0.177,5.6,7.39,6.28,710,2.72,Forest,0
R02035,2025-06-17,12,Uttar Pradesh,North,Ganga,20.4,1.6,0.16,8.3,3.45,5.91,856,1.14,Barren,0
R02036,2025-07-02,12,Rajasthan,West,Luni,15.1,1.86,0.151,6.0,3.1,2.77,109,0.99,Barren,0
R02037,2024-10-20,7,Mizoram,North-East,Barak,464.7,11.06,0.9,9.5,0.34,7.31,624,2.68,Wetland,1
R02038,2025-05-30,1,Himachal Pradesh,North,Indus,19.2,1.67,0.199,10.1,3.78,5.42,841,1.79,Agriculture,0
R02039,2025-07-23,4,Gujarat,West,Narmada,10.9,1.59,0.132,3.9,3.34,3.42,234,1.41,Urban,0
R02040,2025-06-23,1,Jammu & Kashmir,North,Indus,19.0,1.41,0.155,7.3,5.11,7.66,818,1.81,Forest,0
R02041,2025-06-10,11,Karnataka,South,Krishna,219.3,5.06,0.727,8.1,1.34,3.62,182,1.39,Agriculture,1
R02042,2024-10-07,11,Telangana,South,Godavari,87.7,3.39,0.364,10.2,3.6,4.27,187,1.29,Agriculture,1
R02043,2025-07-21,9,Himachal Pradesh,North,Ganga,99.4,4.21,0.411,27.7,1.88,5.51,868,1.41,Forest,1
R02044,2025-03-22,11,Madhya Pradesh,Central,Ganga,75.0,2.81,0.237,3.9,4.57,4.13,365,1.69,Barren,0
R02045,2024-12-17,7,Rajasthan,West,Luni,93.0,2.04,0.44,11.4,3.09,4.85,157,1.48,Agriculture,0
R02046,2024-09-09,6,Rajasthan,West,Indus,228.8,4.99,0.775,7.6,3.22,3.82,15,1.03,Agriculture,1
R02047,2024-08-12,11,Jammu & Kashmir,North,Indus,89.7,3.11,0.323,4.1,1.89,6.49,714,1.57,Urban,0
R02048,2024-11-17,8,Bihar,East,Ganga,302.1,8.43,0.86,20.5,1.06,4.43,334,1.58,Urban,1
R02049,2024-07-12,11,Tripura,North-East,Gumti,49.7,2.24,0.214,9.0,1.31,7.17,794,1.78,Forest,0
R02050,2025-07-12,4,Himachal Pradesh,North,Indus,31.6,1.93,0.187,15.2,4.35,6.6,788,1.07,Forest,0
R02051,2025-03-14,2,Tamil Nadu,South,Vaigai,24.3,1.52,0.112,5.5,1.81,2.78,410,1.12,Barren,0
R02052,2024-12-16,2,Uttar Pradesh,North,Ganga,43.0,2.42,0.19,7.5,5.41,6.78,411,1.48,Forest,0
R02053,2024-08-15,11,Mizoram,North-East,Barak,72.8,2.66,0.269,2.5,2.14,6.39,493,2.06,Forest,0
R02054,2024-10-17,11,Uttar Pradesh,North,Ganga,26.8,2.02,0.163,10.8,4.59,6.98,936,0.98,Urban,0
R02055,2025-04-16,10,Madhya Pradesh,Central,Narmada,100.0,2.68,0.409,2.9,2.48,3.73,340,1.23,Wetland,1
R02056,2025-04-01,9,Bihar,East,Ganga,308.1,8.13,0.9,23.0,4.17,0.84,232,1.6,Urban,1
R02057,2024-11-04,10,Gujarat,West,Sabarmati,86.9,2.63,0.349,13.8,3.14,3.24,515,1.21,Forest,0
R02058,2025-02-17,7,Gujarat,West,Tapi,259.0,5.12,0.815,11.3,4.75,2.03,356,0.77,Barren,1
R02059,2025-07-09,3,Punjab,North,Indus,16.5,1.65,0.229,13.9,2.61,4.87,794,1.34,Wetland,0
R02060,2025-06-10,3,Goa,West,Mandovi,9.5,1.65,0.168,11.1,4.82,1.09,370,1.38,Agriculture,0
R02061,2024-06-22,4,Mizoram,North-East,Barak,0.0,1.49,0.105,8.0,2.05,6.08,872,1.92,Wetland,0
R02062,2024-12-18,3,Sikkim,North-East,Teesta,26.9,2.08,0.213,11.3,1.05,9.99,670,2.25,Forest,0
R02063,2025-05-24,9,Mizoram,North-East,Barak,339.0,8.78,0.9,12.3,8.39,7.61,880,2.67,Forest,1
R02064,2024-06-13,4,Tamil Nadu,South,Cauvery,25.0,1.68,0.126,6.8,2.18,1.97,364,0.89,Forest,0
R02065,2024-07-19,9,Gujarat,West,Sabarmati,274.2,4.26,0.9,3.3,3.0,1.33,432,1.48,Agriculture,1
R02066,2024-12-19,10,Kerala,South,Periyar,128.0,3.27,0.469,14.6,6.43,4.24,41,1.27,Barren,0
R02067,2024-08-26,8,Madhya Pradesh,Central,Narmada,205.1,4.57,0.704,2.8,1.21,3.24,200,1.33,Urban,1
R02068,2024-09-27,2,Andhra Pradesh,South,Krishna,11.3,1.73,0.193,2.5,0.61,2.44,41,1.77,Urban,0
R02069,2024-11-20,4,Mizoram,North-East,Barak,22.8,2.02,0.195,16.3,3.23,9.06,795,2.47,Urban,0
R02070,2025-02-21,4,Uttar Pradesh,North,Ganga,34.0,1.66,0.161,20.7,2.37,5.38,692,1.48,Urban,0
R02071,2024-07-20,5,Jharkhand,East,Subarnarekha,27.7,1.97,0.215,8.8,2.73,4.46,276,1.98,Agriculture,0
R02072,2025-07-06,3,Gujarat,West,Narmada,14.4,1.68,0.144,14.2,4.52,2.38,396,1.24,Agriculture,0
R02073,2025-03-18,10,Goa,West,Zuari,49.1,2.08,0.315,11.9,3.86,1.21,248,1.02,Agriculture,0
R02074,2025-01-11,2,Maharashtra,West,Krishna,3.9,1.49,0.143,4.5,1.88,2.89,68,1.0,Wetland,0
R02075,2025-04-15,8,Bihar,East,Ganga,483.0,11.25,0.9,58.6,2.28,3.34,5,1.25,Wetland,1
R02076,2024-08-06,3,Assam,North-East,Brahmaputra,7.1,1.74,0.137,7.1,1.96,8.14,660,1.89,Urban,0
R02077,2024-09-26,7,Tamil Nadu,South,Vaigai,342.6,6.07,0.9,12.3,2.19,3.51,287,1.78,Forest,1
R02078,2024-07-03,9,Manipur,North-East,Barak,533.9,12.73,0.9,8.5,1.59,8.89,713,2.79,Forest,1
R02079,2025-02-25,5,Bihar,East,Kosi,33.9,2.71,0.175,8.4,1.69,3.1,162,1.45,Forest,0
R02080,2025-04-11,2,Bihar,East,Kosi,21.5,2.08,0.252,1.9,6.23,3.71,23,1.74,Agriculture,0
R02081,2025-04-04,4,Arunachal Pradesh,North-East,Brahmaputra,13.2,1.84,0.195,1.7,6.84,7.4,653,2.45,Agriculture,0
R02082,2024-11-16,9,Jammu & Kashmir,North,Indus,237.8,4.46,0.804,3.2,0.61,5.32,796,1.66,Wetland,1
R02083,2024-09-16,7,Bihar,East,Kosi,314.1,9.58,0.9,2.0,3.61,3.02,5,1.58,Wetland,1
R02084,2024-12-14,11,West Bengal,East,Hooghly,55.0,2.51,0.253,16.3,2.64,2.51,59,1.05,Urban,0
R02085,2024-07-29,2,Jharkhand,East,Ganga,46.2,2.47,0.23,2.1,0.95,1.41,5,1.52,Barren,0
R02086,2025-06-29,7,Uttar Pradesh,North,Ganga,293.0,8.17,0.9,61.1,2.44,6.07,697,1.33,Forest,1
R02087,2024-07-20,11,Assam,North-East,Brahmaputra,100.6,4.26,0.35,0.8,0.3,8.28,749,2.19,Urban,1
R02088,2025-01-12,7,Mizoram,North-East,Barak,301.8,8.4,0.9,10.8,1.49,8.04,867,2.36,Agriculture,1
R02089,2025-01-27,6,West Bengal,East,Ganga,187.7,5.35,0.646,9.3,11.48,2.41,155,1.97,Agriculture,1
R02090,2024-11-08,8,Maharashtra,West,Tapi,163.4,3.55,0.516,5.4,10.43,2.72,183,0.8,Forest,0
R02091,2024-10-01,10,Gujarat,West,Tapi,120.6,3.16,0.415,6.2,2.5,2.5,186,1.15,Urban,1
R02092,2024-10-26,11,Haryana,North,Ganga,155.9,4.66,0.576,13.7,1.65,6.36,813,1.69,Wetland,1
R02093,2024-06-11,9,Arunachal Pradesh,North-East,Brahmaputra,224.0,8.05,0.778,45.1,2.83,6.13,781,2.24,Wetland,1
R02094,2025-02-07,5,Uttar Pradesh,North,Ganga,40.3,2.66,0.181,9.6,1.63,4.98,518,1.74,Barren,0
R02095,2024-12-12,10,Meghalaya,North-East,Brahmaputra,63.3,3.24,0.301,4.2,8.57,8.46,686,2.33,Wetland,0
R02096,2024-06-25,2,Tamil Nadu,South,Cauvery,41.2,1.78,0.285,2.5,3.57,2.7,194,1.16,Forest,0
R02097,2025-05-21,5,Karnataka,South,Krishna,28.9,1.97,0.213,10.2,2.86,2.11,68,1.53,Wetland,0
R02098,2024-11-03,1,Arunachal Pradesh,North-East,Brahmaputra,53.2,3.14,0.285,17.6,9.02,8.47,515,2.19,Wetland,0
R02099,2025-07-18,2,Jammu & Kashmir,North,Indus,42.5,2.06,0.199,8.4,2.62,6.54,747,1.41,Barren,0
R02100,2024-07-10,12,Jharkhand,East,Subarnarekha,49.9,2.34,0.249,11.2,2.94,2.58,57,1.31,Agriculture,0
R02101,2025-07-04,3,Uttar Pradesh,North,Ganga,41.3,2.11,0.238,8.8,0.72,6.0,820,0.99,Agriculture,0
R02102,2025-02-17,9,West Bengal,East,Ganga,290.9,7.62,0.9,17.2,2.68,3.25,5,1.33,Wetland,1
R02103,2024-06-26,3,Nagaland,North-East,Brahmaputra,37.7,2.28,0.135,12.5,0.95,6.57,795,2.16,Urban,0
R02104,2025-03-30,4,Sikkim,North-East,Teesta,23.1,2.34,0.22,2.4,5.29,9.78,646,2.48,Wetland,0
R02105,2024-08-27,11,Odisha,East,Mahanadi,50.8,2.38,0.206,16.3,2.24,2.45,189,1.24,Urban,0
R02106,2025-06-06,7,Goa,West,Mandovi,224.5,4.26,0.678,6.1,4.83,2.81,205,1.4,Forest,1
R02107,2024-11-13,1,Punjab,North,Indus,38.3,2.04,0.338,8.0,1.46,5.95,905,1.3,Agriculture,0
R02108,2024-10-23,11,West Bengal,East,Hooghly,135.9,3.84,0.416,5.9,0.91,1.6,130,1.4,Urban,0
R02109,2024-06-13,1,Himachal Pradesh,North,Ganga,25.4,1.86,0.198,4.7,7.08,6.18,840,2.12,Urban,0
R02110,2024-11-05,9,Haryana,North,Ganga,70.5,3.47,0.404,130.3,0.2,4.19,723,1.13,Wetland,0
R02111,2024-07-04,8,Manipur,North-East,Barak,312.8,8.81,0.9,5.6,0.57,8.58,507,2.54,Forest,1
R02112,2025-03-09,6,Manipur,North-East,Barak,277.7,7.28,0.827,10.9,2.77,7.25,905,2.47,Forest,1
R02113,2024-08-29,6,Madhya Pradesh,Central,Narmada,233.7,5.2,0.774,14.8,4.2,2.51,216,0.94,Wetland,1
R02114,2025-03-05,6,Manipur,North-East,Barak,487.1,11.69,0.9,10.1,0.66,7.16,594,2.26,Urban,1
R02115,2025-03-07,12,Jammu & Kashmir,North,Indus,47.8,2.16,0.299,12.5,4.38,5.34,664,1.13,Agriculture,0
R02116,2024-08-18,9,Jammu & Kashmir,North,Indus,240.0,4.97,0.832,14.6,6.32,3.59,713,1.54,Agriculture,1
R02117,2025-05-15,10,Chhattisgarh,Central,Godavari,153.4,4.13,0.495,7.5,5.84,2.42,305,1.08,Barren,1
R02118,2024-08-30,1,Jharkhand,East,Ganga,27.4,2.01,0.177,1.8,1.36,2.52,5,1.78,Urban,0
R02119,2024-08-17,1,Mizoram,North-East,Barak,34.7,1.76,0.225,19.4,3.89,9.29,921,1.62,Wetland,0
R02120,2024-12-06,8,Gujarat,West,Tapi,142.0,3.55,0.469,1.2,2.63,3.33,630,0.93,Barren,0
R02121,2025-06-22,6,Kerala,South,Periyar,175.9,4.66,0.69,11.2,3.2,2.19,261,0.73,Wetland,1
R02122,2024-11-23,12,Tripura,North-East,Gumti,29.0,1.85,0.172,3.0,7.05,7.87,501,2.37,Forest,0
